0.64 49.39 75.45 49.39 75.45 45.47 0.55 2.57 112 0.26 1017.03
0.68 50.55 76.94 50.55 76.94 47.06 0.57 1.91 55 0.4 1016.26
0.71 56.08 72.58 56.08 72.58 48.6 0.61 1.03 302 0.53 1022.36
0.75 48.49 70.76 48.49 70.76 39.52 0.51 2.86 46 0.2 1026.47
0.79 44.47 73.69 44.47 73.69 42.36 0.55 2.76 192 0.38 1024.95
0.83 54.6 81.98 54.6 80.84 50.41 0.55 2.48 233 0.49 1016.51
0.87 59.97 76.96 59.97 76.96 51.92 0.58 2.07 282 0.56 1009.29
0.9 56.01 60.3 56.01 60.3 55.63 0.91 4.68 60 0.88 1012.16
0.94 54.3 63.5 54.3 63.5 54.28 0.87 2.39 57 0.92 1020.05
0.98 56.28 70.99 56.28 70.99 55.45 0.78 2.5 83 0.53 1021.33
0.02 53.78 73.16 53.78 73.16 51.52 0.65 3.3 93 0.27 1016.1
0.05 52.36 82.66 52.36 82.39 54.72 0.67 2.64 194 0.3 1008.18
0.08 57.53 77.99 57.53 77.99 56.23 0.7 1.99 183 0.43 1008.22
0.12 51.61 58.81 51.61 58.81 48.54 0.84 3.49 44 0.91 1017.07
0.15 50.58 53.43 50.58 53.43 48.58 0.87 9.86 23 0.91 1015.74
0.18 51.72 56.96 51.72 56.96 50.67 0.88 5.29 16 0.9 1011.98
0.21 51.08 65.35 51.08 65.35 51.25 0.8 2.38 38 0.78 1014.85
0.24 52.82 62.26 52.82 62.26 52.94 0.84 3.21 260 0.8 1012.15
0.27 55.12 67.78 55.12 67.78 52.17 0.75 2.22 312 0.65 1009.76
0.3 51.07 62.02 51.07 62.02 42.15 0.59 4.81 26 0.63 1016.55
0.33 47.54 62.88 47.46 62.88 41.29 0.6 2.07 79 0.48 1019
0.36 43.92 72.64 42.35 72.64 45.31 0.63 2.08 185 0.27 1015.86
0.39 48.75 77.84 48.2 77.84 49.56 0.61 2.21 241 0.35 1013.29
0.42 59 71.02 59 71.02 54.28 0.71 2.38 38 0.54 1018.45
0.45 54.64 79.4 54.64 79.4 55.06 0.68 2.4 181 0.38 1017.43
0.48 57.16 81.43 57.16 80.72 54.9 0.62 1.61 209 0.24 1018.05
0.53 58.7 85.39 58.7 84.53 56.88 0.61 1.87 169 0.23 1020.22
0.56 62.35 85.73 62.35 85.5 58.78 0.61 3.11 52 0.25 1021.65
0.59 60.91 79.46 60.91 79.46 57.54 0.62 3.22 60 0.26 1022.66
0.63 59.23 83 59.23 83.15 58.52 0.64 2.2 121 0.19 1021.85
0.67 60.46 83.88 60.46 82.46 57.23 0.6 3.39 69 0.18 1022.07
0.7 57.38 83.29 57.38 82.22 54.68 0.57 3.16 86 0.21 1018.11
0.74 59.05 82.46 59.05 82.21 58.08 0.67 3.33 69 0.41 1015.73
0.78 60.11 81.14 60.11 81.64 57.78 0.67 2.12 50 0.28 1019.52
0.82 60.84 83.09 60.84 83.53 60.08 0.67 1.98 136 0.3 1017.7
0.85 62.57 86.1 62.57 85.33 59.29 0.63 3.41 205 0.25 1015.01
0.89 64.35 87.7 64.35 86.12 56.21 0.52 8.77 235 0.33 1012.96
0.93 65.56 86.2 65.56 85.81 58.48 0.59 4.66 225 0.56 1011.02
0.96 59.22 79.43 59.22 79.43 59.3 0.71 5.01 252 0.48 1010.83
0.99 59.53 72.47 59.53 72.47 55.22 0.68 4.95 49 0.7 1015.81
0.04 55.64 67.86 55.64 67.86 46.34 0.58 5.86 27 0.64 1018.06
0.07 47.18 72.95 47.18 72.95 45.05 0.54 3.1 38 0.43 1015.85
0.1 55.25 68.02 55.25 68.02 54.01 0.78 0.63 298 0.68 1012.85
0.13 51.1 67.63 51.1 67.63 52.11 0.81 0.34 96 0.81 1015.9
0.16 47.45 66.78 47.07 66.78 47.15 0.7 0.83 262 0.53 1018.5
0.19 48.36 76.84 48.04 76.84 49.23 0.62 4.72 209 0.39 1015.74
0.22 52.35 69.93 52.35 69.93 51.28 0.75 0.96 84 0.79 1012.1
0.25 51.74 64.26 51.74 64.26 50.97 0.81 0.59 204 0.52 1020.79
0.28 48.51 73.47 47.95 73.47 49.11 0.67 0.57 184 0.35 1022.53
0.31 57.11 74.98 57.11 74.98 49.34 0.57 3.6 20 0.3 1019.65
0.34 56.66 78.71 56.66 78.71 54.49 0.68 2.54 279 0.54 1017.07
0.37 58.93 74.34 58.93 74.34 57.79 0.75 0.56 298 0.54 1017.83
0.41 54.55 74.75 54.55 74.75 54.16 0.67 1.11 245 0.5 1021.12
0.44 57.65 78.53 57.65 78.53 57.04 0.67 0.79 187 0.5 1020.94
0.47 61.14 83.4 61.14 82.71 57.7 0.62 2.44 157 0.26 1020.86
0.52 61.72 85.17 61.72 84.33 57.66 0.6 2.5 159 0.27 1021.99
0.55 63.38 85.45 63.38 85.42 60.04 0.62 2.96 108 0.24 1024.5
0.58 62.56 85.07 62.56 83.44 57.2 0.57 1.48 91 0.32 1023.11
0.62 61.12 86.92 61.12 85.51 57.61 0.58 1.67 188 0.19 1019.31
0.66 64.02 91.92 64.02 94.71 64.44 0.64 0.21 194 0.25 1016.68
0.69 70.44 93.66 70.44 97.4 67.32 0.63 3.08 172 0.17 1014.78
0.73 68.41 93.19 68.41 95.66 64.82 0.61 2.16 246 0.33 1008.5
0.77 59.05 70.94 59.05 70.94 55.09 0.73 1.87 77 0.68 1016.69
0.81 56.56 75.33 56.56 75.33 50.73 0.59 2.85 111 0.24 1020.51
0.84 54.85 82.25 54.85 81.25 53.03 0.58 1.95 162 0.18 1017.64
0.88 65.39 87 65.39 85.88 58.87 0.57 1.16 133 0.28 1015.08
0.91 64.47 77.44 64.47 77.44 60.14 0.7 1.97 77 0.65 1015.23
0.95 63 84.48 63 83.78 59.15 0.63 1.57 129 0.33 1016.42
0.98 64.68 87.62 64.68 87.78 61.42 0.6 2.68 98 0.31 1017.01
0.02 68.92 88.72 68.92 90.35 63.87 0.6 2.23 93 0.26 1017.43
0.05 69.14 95.43 69.14 98.55 66.07 0.61 2.69 268 0.25 1015.84
0.08 70.93 91.39 70.93 93.23 65.29 0.59 1.13 47 0.25 1015.63
0.11 69.48 94.71 69.48 97.8 65.98 0.6 2.66 216 0.15 1012.14
0.14 69.9 89.4 69.9 89.88 62.11 0.55 2.22 83 0.22 1012.5
0.17 70.34 92.25 70.34 92.99 63.24 0.56 2.76 108 0.22 1014.49
0.2 69.94 95.54 69.94 96.83 63.07 0.54 2.76 101 0.26 1013.27
0.23 68.89 94.72 68.89 95.62 64.05 0.64 0.7 80 0.38 1010.58
0.26 67.17 85.83 67.17 87.89 66.18 0.73 1.45 38 0.71 1010.91
0.29 65.45 86.36 65.45 88.34 64.89 0.77 1.95 229 0.5 1008.19
0.32 60.17 70 60.17 70 57.06 0.78 2.06 19 0.87 1014.45
0.36 59.84 65.21 59.84 65.21 58.43 0.86 0.46 82 0.87 1008.91
0.39 58.52 74.23 58.52 74.23 59.63 0.81 1.6 91 0.66 1010.23
0.42 61.03 70.64 61.03 70.64 59.35 0.81 3.18 47 0.62 1010.41
0.46 56.89 65.59 56.89 65.59 55.48 0.84 4.24 48 1 1014.58
0.49 56.78 72.03 56.78 72.03 54.81 0.77 0.77 121 0.53 1017.06
0.53 53.45 74.12 53.45 74.12 55.82 0.74 2.23 138 0.45 1017.02
0.57 63.82 82.04 63.82 83.14 62.9 0.74 1.11 45 0.46 1015.95
0.61 63.68 79.95 63.68 79.95 63.87 0.76 1.01 42 0.5 1017.52
0.65 64.53 84.96 64.53 87.37 65.31 0.74 1.48 125 0.25 1015.01
0.68 66.81 86.48 66.81 88.75 65.95 0.71 1.91 41 0.23 1015.65
0.72 67.14 88.64 67.14 90.56 65.85 0.68 0.94 85 0.14 1016.18
0.76 67.97 90.28 67.97 91.44 65.74 0.66 2.05 76 0.15 1016.47
0.79 69.25 90.16 69.25 90.2 63.27 0.6 2.49 85 0.15 1016.73
0.83 66.01 89.81 66.01 88.5 59.38 0.56 2.64 96 0.18 1016.34
0.87 61.66 89.16 61.66 87.47 57.04 0.55 1.46 87 0.26 1014.03
0.9 63.84 90.22 63.84 87.83 57.54 0.55 1.47 52 0.26 1013.15
0.93 64.95 91.68 64.95 89.37 57.64 0.54 0.59 26 0.2 1015.69
0.96 65.58 93.51 65.58 91.89 58.47 0.53 0.64 187 0.13 1014.61
0.99 66.45 93.43 66.45 94.15 61.94 0.58 2.32 131 0.28 1010.21
0.03 67 89.72 67 89.2 61.52 0.63 2.5 230 0.59 1007.79
0.06 62 80.53 62 81.67 60.75 0.75 2.03 231 0.81 1007.3
0.09 63.33 69.76 63.33 69.76 62.52 0.89 1.42 277 0.92 1007.21
0.12 61.95 77.58 61.95 77.58 61.38 0.78 0.2 11 0.6 1011.54
0.15 61.55 71 61.55 71 58.38 0.79 2.76 73 0.9 1014.72
0.18 60.6 66.64 60.6 66.64 57.83 0.83 3.61 17 0.92 1018.84
0.21 55.39 71.44 55.39 71.44 54.76 0.74 2.53 37 0.62 1022.2
0.24 54.15 73.28 54.15 73.28 53.86 0.71 2.61 46 0.44 1019.06
0.27 58.05 72.83 58.05 72.83 57.1 0.77 1.98 129 0.5 1015.93
0.31 56.92 75.89 56.92 75.89 57.31 0.74 2.39 200 0.4 1014.26
0.34 59.72 76.9 59.72 76.9 59.56 0.79 1.7 38 0.7 1016.16
0.38 59.43 73.89 59.43 73.89 57.29 0.75 0.67 145 0.59 1020.94
0.41 58.29 78.69 58.29 78.69 61.07 0.81 2.09 199 0.47 1018.28
0.45 59.63 85.36 59.63 86.39 61.52 0.72 3.86 243 0.28 1017.87
0.48 62.76 87.64 62.76 88.54 62.94 0.7 0.17 208 0.19 1021.4
0.52 63.44 88.24 63.44 90.23 63.3 0.69 1.65 164 0.13 1020.52
0.56 65.36 88.9 65.36 87.54 60.82 0.64 4.84 230 0.17 1016.24
0.6 59.95 89.11 59.95 87.64 55.35 0.57 5.44 236 0.05 1011.85
0.64 64.32 79.93 64.32 79.93 58.71 0.64 1.61 82 0.35 1012.02
0.67 58.69 76.44 58.69 76.44 58.46 0.73 1.61 106 0.55 1013.44
0.71 63.14 73.5 63.14 73.5 59.05 0.76 2.33 73 0.65 1013.52
0.75 56.56 64.51 56.56 64.51 57.32 0.88 2.15 21 0.92 1012.7
0.78 52.79 67.65 52.79 67.65 51.04 0.78 1.06 276 0.58 1018.37
0.82 47.65 66.84 47.65 66.84 43.88 0.67 0.36 342 0.36 1022.44
0.85 45.81 65.83 45.81 65.83 45.59 0.7 1.24 88 0.4 1022.88
0.88 44.83 66 44.83 66 44.84 0.69 2.16 67 0.35 1020.52
0.91 45.45 64.14 45.45 64.14 47.29 0.75 3.49 55 0.58 1019.1
0.94 52.76 64.73 52.76 64.73 52.65 0.83 1.36 119 0.68 1020.58
0.97 47.97 74.32 47.97 74.32 51.39 0.76 1.55 210 0.22 1021.32
0.01 52 76.56 52 76.56 53.87 0.73 2.04 159 0.31 1017.61
0.04 56.21 82 56.21 82.62 57.46 0.72 2.13 158 0.65 1011.52
0.07 60.65 80.42 60.65 82.01 61.59 0.73 4.04 212 0.6 1011.71
0.1 62.32 82.01 62.32 83.82 62.08 0.73 4.72 219 0.54 1010.17
0.13 65.76 88.57 65.76 88.69 61.08 0.63 5.5 229 0.41 1009.11
0.16 62.52 82.31 62.52 82.25 58.51 0.64 0.79 140 0.38 1013.92
0.19 63.12 73.84 63.12 73.84 54.71 0.64 3.6 32 0.5 1017.63
0.22 58.68 68.56 58.68 68.56 54.95 0.77 2.03 30 0.7 1017.02
0.26 48.78 66.94 48.78 66.94 42.73 0.59 3.44 52 0.28 1017.65
0.29 43.79 68.26 43.79 68.26 45.24 0.7 2.06 155 0.42 1011.95
0.33 48.76 73.72 47.46 73.72 49.7 0.7 0.82 108 0.45 1008
0.36 53.78 59.27 53.78 59.27 49.72 0.79 2.77 342 0.93 1014.28
0.4 53.78 56.42 53.78 56.42 53.3 0.95 1.52 251 0.95 1015.69
0.44 53.93 62.78 53.93 62.78 50.26 0.76 3.99 4 0.87 1018.95
0.47 54.25 60.48 54.25 60.48 44.85 0.64 5.39 31 0.8 1024.48
0.51 51.99 58.58 51.99 58.58 42.49 0.62 5.62 32 0.72 1028.3
0.55 49.92 59.53 48.58 59.53 41.29 0.61 6.76 33 0.77 1029.12
0.59 49.75 56.44 47.01 56.44 42.15 0.68 6.57 47 0.75 1029.82
0.62 48.34 59.32 45.92 59.32 43.04 0.68 3.67 59 0.69 1030.05
0.66 48.62 64.35 48.62 64.35 45.98 0.71 2.73 87 0.44 1027.95
0.7 48.7 60.25 47.21 60.25 51.03 0.9 2.98 203 0.62 1023.54
0.73 52.42 69.48 52.42 69.48 54.07 0.83 4.79 232 0.65 1019.62
0.76 52.63 68.74 52.63 68.74 53.41 0.83 1.36 241 0.41 1016.59
0.8 49.5 64.36 47.42 64.36 53.31 0.88 1.76 207 0.64 1012.67
0.83 55.98 60.67 55.98 60.67 55.98 0.93 3.93 56 0.99 1011.24
0.86 54.91 60.23 54.91 60.23 55.07 0.92 1.21 0 0.99 1015.87
0.89 52.34 60.09 52.34 60.09 52.65 0.91 1.57 80 0.94 1019.37
0.92 50.01 54.69 50.01 54.69 49.81 0.91 6.8 53 0.93 1015.24
0.95 43.49 52.68 40.74 52.68 45.47 0.89 8.24 29 1 1008.65
0.98 39.69 52.47 39.69 52.47 39.84 0.78 1.89 107 0.83 1017.48
0.01 43.93 49.65 42.72 48.42 44.05 0.9 3.06 97 0.99 1018.03
0.04 48.73 52.25 46.12 52.25 48.77 0.95 4.01 66 1 1012.92
0.07 48.47 54.15 46.1 54.15 50.31 0.96 1.41 130 1 1011.65
0.11 46.1 58.99 46.1 58.99 50.46 0.91 1.43 185 0.7 1014.7
0.14 44.37 54.8 40.89 54.8 46 0.89 0.97 237 0.64 1018.67
0.17 44.09 55.76 43.38 55.76 47.02 0.9 2.1 209 0.8 1018.12
0.2 45.24 51.32 43.87 51.32 46 0.91 1.56 10 0.85 1015.33
0.24 43.36 54.81 42.16 54.81 42.49 0.82 1.27 259 0.71 1018.1
0.27 38.54 54.18 37.99 54.18 40.85 0.83 0.68 116 0.62 1020.03
0.31 44.07 53.03 40.9 53.03 40.48 0.75 6.16 42 0.65 1017.05
0.35 36.09 53.57 32.87 53.57 40.01 0.83 0.24 178 0.57 1022.65
0.39 43.06 59.79 43.06 59.79 43.28 0.82 1.09 205 0.39 1024.65
0.42 37.31 55.62 37.31 55.62 40.54 0.85 0.95 164 0.49 1024.1
0.46 41.9 61.46 41.9 61.46 45.19 0.82 1.08 136 0.31 1024.88
0.51 42.28 53.84 42.28 53.84 45.33 0.89 2.09 139 0.83 1023.51
0.54 47.6 54.79 47.6 54.79 45.07 0.81 1.43 152 0.83 1020.09
0.57 47.22 54.47 45.73 54.47 46.64 0.86 2.72 74 0.91 1018.78
0.61 39.11 58.65 39.11 58.65 42.15 0.8 1.78 72 0.15 1027.86
0.65 36.34 57.46 36.34 57.46 39.67 0.78 3.63 74 0.27 1035.06
0.68 32.03 52.92 32.03 52.92 31.94 0.68 3.75 58 0.04 1039.05
0.71 28.2 52.54 26.74 52.54 31.99 0.77 1.3 211 0.13 1035.79
0.75 27.61 55.63 25.8 55.63 32.94 0.76 1.31 226 0.2 1028.96
0.78 32.93 62.02 29.63 62.02 37.06 0.73 0.82 242 0.2 1022.42
0.81 35.11 58.07 35.11 58.07 38.13 0.79 0.19 101 0.16 1022.91
0.84 34.28 58.72 34.28 58.72 37.92 0.79 0.38 286 0.06 1026
0.87 36.19 64.46 36.19 64.46 40.35 0.77 1 228 0.29 1028.18
0.9 40.56 67.86 40.56 67.86 44.08 0.76 0.82 215 0.2 1029.28
0.93 40.4 70.56 37.74 70.56 43.77 0.71 1.47 268 0.2 1024.41
0.96 46.25 65.1 45.88 65.1 45.57 0.75 2.7 261 0.49 1023.72
0.98 44.38 69.86 44.38 69.86 45.9 0.73 0.88 119 0.25 1023.99
0.02 40.07 66.85 37.14 66.85 45.07 0.78 1.73 156 0.15 1026.4
0.05 38.48 60.73 38.48 60.73 42.51 0.81 1.44 233 0.14 1027.23
0.09 38.54 55.72 37.88 55.72 41.85 0.83 1.13 75 0.52 1026.59
0.12 42.85 55.61 42.85 55.61 43.17 0.77 4.48 245 0.73 1019.03
0.15 41.12 66.26 41.12 66.26 42.37 0.65 2.25 261 0.28 1017.24
0.19 38.39 63.98 35.94 63.98 40.1 0.7 3.54 252 0.45 1017.69
0.22 47.29 64.1 43.6 64.1 43.77 0.68 7.87 268 0.31 1017.81
0.26 39.87 61.53 35.98 61.53 42.9 0.77 5.82 254 0.24 1019.85
0.3 45.44 61.85 41.57 61.85 43.98 0.68 10.54 237 0.71 1009.83
0.34 33.64 61.34 29.31 61.34 39.49 0.84 1.54 72 1 996.25
0.37 32.12 40.66 31.06 40.66 33.57 0.9 1.05 279 0.83 1004.1
0.41 31.6 40.02 26.15 38.39 32.73 0.89 0.8 218 0.87 1022.16
0.45 34.64 38.92 30.62 36.87 29.85 0.77 2.91 79 0.99 1025.85
0.48 33.19 36.01 29.82 36.01 28.43 0.78 1.85 126 1 1014.65
0.53 32.89 38.39 28.28 31.89 28.5 0.75 4.82 39 0.91 1010.59
0.56 35.18 40.33 29.33 33.25 29.94 0.73 6.49 49 0.8 1016.24
0.59 34.55 43.47 32 39.78 30.75 0.76 2.51 244 0.73 1014.21
0.63 28.01 45.92 28.01 42.81 30.95 0.8 3.14 244 0.5 1022.63
0.66 37.1 51.96 31.38 51.96 33.71 0.67 6.3 259 0.53 1021.84
0.69 40.57 54.2 35.57 54.2 39.79 0.7 7.66 267 0.63 1022.3
0.72 37.34 58.09 37.34 58.09 41.34 0.78 0.5 291 0.29 1029.04
0.75 33.21 46.67 32.22 46.67 37.17 0.9 1.76 195 0.38 1032.82
0.78 37.27 42.47 34.77 42.47 38.59 0.95 1.81 233 0.96 1033.96
0.81 36.61 40.05 33.31 40.05 37.14 0.95 2.34 171 0.68 1037.1
0.84 34.74 40.81 30.78 40.81 36.09 0.95 2.69 241 0.86 1035.01
0.87 32.46 39.1 28.67 39.1 34.1 0.95 0.71 125 0.9 1037.86
0.9 32.39 36.49 29.06 34.21 33.24 0.96 1.79 87 0.92 1038.16
0.93 34.73 39.36 34.73 39.36 34.38 0.9 0.41 248 0.95 1035.5
0.96 33.97 45.88 30.62 43.23 34.67 0.83 1.54 294 0.73 1037.4
0.99 28.64 42.92 22.59 40.02 31.23 0.86 2.9 210 0.39 1033.2
0.03 31.4 37.4 25.71 37.4 31.4 0.9 1.82 204 0.83 1028
0.07 29.66 38.23 24.35 35.25 31.3 0.93 3.29 239 0.41 1023.84
0.1 28.61 44.5 26.29 44.5 32.15 0.9 1.3 126 0.32 1027.06
0.14 33.65 39.1 32.2 39.1 34.19 0.92 1.39 142 0.91 1028.78
0.17 35.85 40.05 31.56 40.05 35.92 0.94 1.32 181 0.9 1032.71
0.21 33.98 36.67 31.27 36.67 33.18 0.9 2.59 188 0.93 1033.77
0.25 32.57 36.77 28.05 33.89 32.15 0.9 2.15 241 0.91 1029.31
0.28 30.57 39.48 30.11 36.47 33.23 0.93 1.03 171 0.46 1029.8
0.32 30.55 35.92 26.03 32.6 32.52 0.96 2.22 188 0.72 1031.71
0.36 29.98 52.39 27.08 52.39 36.8 0.88 4.32 237 0.35 1030.45
0.4 39.08 56.68 35.04 56.68 40.09 0.8 5.09 247 0.23 1032.31
0.43 34.92 56.16 31.47 56.16 38.47 0.81 4.87 267 0.14 1030.92
0.47 33.34 49.15 31.71 48.06 37.02 0.89 2.23 236 0.35 1031.84
0.51 31.73 52.46 28.66 52.46 36.01 0.84 1.58 234 0.11 1034.12
0.54 29.02 50.58 27.84 50.58 32.98 0.82 2.16 203 0.04 1033.93
0.57 27.73 47.62 24.45 47.62 31.08 0.84 1.74 241 0.04 1033
0.6 25.24 43.39 25.24 43.39 28.88 0.84 1.18 185 0.05 1032.84
0.64 24.65 39.32 24.65 36.53 31.14 0.9 3.04 84 0.7 1031.9
0.67 25.99 38.33 21.27 33.46 28.69 0.8 5.33 65 0.61 1036.05
0.7 19.08 32.52 19.08 28 18.81 0.77 1.12 97 0.3 1034.22
0.73 23.43 33.14 23.43 33.14 22.91 0.81 0.55 196 0.52 1029.03
0.76 26.55 33.11 19.02 28.5 26.16 0.87 3.54 80 0.8 1023.19
0.79 19.85 27.09 13.62 17.79 19.62 0.85 6.62 48 0.95 1017.52
0.82 18.6 21.49 9.85 21.49 16.93 0.86 2.36 130 1 1005.36
0.85 18.49 29.7 16.88 29.7 21.87 0.88 1.52 157 0.98 1004.21
0.88 29.24 32.56 24.77 27.99 29.19 0.94 1.54 60 1 1003.65
0.91 26.48 34.6 20 34.6 27.91 0.93 2.44 251 0.46 1004.29
0.94 23.72 35.52 22.58 35.52 29.2 0.96 1.06 205 0.74 1010.19
0.97 32.33 39.93 28.24 39.93 35.04 0.95 2.56 201 0.96 1008.28
0.02 34.02 44.35 28.44 44.35 36.27 0.92 2.09 203 0.66 1004.07
0.05 35.38 59.37 31.08 59.37 39.36 0.76 4.19 219 0.55 998.51
0.08 32.34 51.44 32.34 51.44 36.96 0.82 1.61 227 0.34 1001.29
0.12 28.83 48.54 28.83 48.54 32.79 0.83 0.58 198 0.35 1011.38
0.16 27.26 41.54 27.26 39.88 30.32 0.84 1.01 164 0.51 1016.29
0.19 29.2 39.42 29.2 36.64 33.02 0.9 0.5 248 0.74 1010.11
0.23 27.19 37.16 22.34 30.12 25.61 0.82 3.27 27 0.47 1015.72
0.27 23.47 35.58 19.64 35.58 20.11 0.68 3.3 29 0.4 1016.98
0.31 18.19 31.45 15.94 26.9 16.65 0.69 2.44 31 0.25 1022.33
0.34 14.25 30.53 9.66 30.53 15.15 0.74 1.12 175 0.29 1019.92
0.38 16.09 34.65 10.7 34.65 19.4 0.77 0.93 232 0.47 1018.88
0.41 22.49 38.26 18.46 33.37 21.24 0.75 2.06 65 0.19 1025.6
0.45 19.03 34.27 18.89 30.66 18.11 0.71 1.09 95 0.19 1035.5
